tipo_cliente,total_servicos_cliente,valor_total_gasto,dias_desde_ultimo_servico,servicos_unicos_utilizados,idade_veiculo,mes_da_oferta,servico_ofertado,aceitou,count_LICENCIAMENTO,count_TRANSFERÊNCIA,count_VISTORIA,count_REVISTORIA,count_EMISSÃO APTVE,count_EMISSÃO CRLV,count_PLACA CARRO,count_PLACA MOTO,count_PLACA REBOQUE,count_DESBLOQUEIOS,count_CONSULTA TOTAL,count_DECLARAÇÕES
Cliente Final,5,300,54,1,10,1,LICENCIAMENTO,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,67,1,23,1,AUTORIZAÇÃO DE ESTAMPAGEM,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,140,1,21,1,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,84,1,10,1,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,186,1,16,1,EMISSÃO APTVE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,8,1,12,1,VISTORIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,183,1,13,1,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,460,1,1,1,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2003,0,17,1,DESBLOQUEIOS,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,22,1,4,1,LICENCIAMENTO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,767,0,1,1,TRANSFERÊNCIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,786,0,0,1,VISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,180,106,2,19,1,AUTORIZAÇÃO DE ESTAMPAGEM,0,2,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,356,0,9,1,AUTORIZAÇÃO PRÉVIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1959,0,14,1,DECLARAÇÕES,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,100,668,1,16,1,CADASTRO DE MOTOR,1,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,39,1,9,1,AUTORIZAÇÃO DE ESTAMPAGEM,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1564,0,8,1,DECLARAÇÕES,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,22,1,6,1,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,833,0,13,1,TRANSFERÊNCIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,175,1,24,1,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,531,1,24,1,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,87,1,9,1,DISTRATO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,474,1,18,1,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,160,1,19,1,PLACA CARRO,1,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,276,0,9,1,PLACA MOTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,30,1,19,1,LICENCIAMENTO,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,124,1,18,1,AUTORIZAÇÃO PRÉVIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,488,1,6,1,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,488,0,17,1,INMETRO,1,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,129,1,8,1,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,404,1,14,1,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,472,1,11,1,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1710,0,5,1,CADASTRO DE MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,905,0,2,1,CADASTRO DE MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,41,1,15,1,AUTORIZAÇÃO DE ESTAMPAGEM,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,6,1,3,1,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,115,1,14,1,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,411,1,5,1,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,458,1,0,1,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,175,1,22,1,REVISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,97,1,16,1,TRANSFERÊNCIA,1,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,82,1,0,1,EMISSÃO CRLV,1,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,106,1,13,1,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,160,166,1,10,1,EMISSÃO APTVE,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,954,0,3,1,REVISTORIA,1,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,545,1,10,1,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,390,1,19,1,REVISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,426,1,11,1,VISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,394,1,23,1,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,447,1,7,1,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2208,0,2,1,LIBERAÇÃO DO PÁTIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1132,0,12,1,VISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1063,0,5,1,REVISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,5,200,76,1,8,1,DECLARAÇÕES,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,22,1,10,1,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,447,1,21,1,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,220,175,2,4,1,EMISSÃO APTVE,0,3,1,0,0,0,0,0,0,0,0,0,0
Parceiro,1,100,315,1,3,1,EMISSÃO APTVE,0,0,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,403,1,2,1,INMETRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,476,1,22,1,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,38,1,15,1,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2160,0,6,1,INMETRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,2042,0,0,1,PLACA MOTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,498,1,0,1,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,24,1,22,1,AUTORIZAÇÃO DE ESTAMPAGEM,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,441,1,13,1,DECLARAÇÕES,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,11,1,18,1,AUTORIZAÇÃO DE ESTAMPAGEM,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,110,1,5,1,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,374,1,5,1,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,54,1,21,1,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,465,1,2,1,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,178,1,21,1,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,449,1,15,1,TRANSFERÊNCIA,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,64,1,19,1,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,126,1,18,1,INMETRO,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,551,1,16,1,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,85,1,19,1,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,93,1,8,1,REVISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,100,273,1,5,1,PLACA REBOQUE,0,0,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,155,1,2,1,TRANSFERÊNCIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,65,1,14,1,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,994,0,9,1,PLACA REBOQUE,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,452,1,11,1,DECLARAÇÕES,1,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,83,1,10,1,PLACA CARRO,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,377,1,21,1,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,414,1,17,1,EMISSÃO APTVE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,11,1,12,1,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,37,1,1,1,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,106,1,8,1,REVISTORIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,502,1,2,1,TRANSFERÊNCIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,29,1,19,1,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,108,1,4,1,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,116,1,2,1,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,466,1,16,1,TRANSFERÊNCIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,160,5,1,24,1,CADASTRO DE MOTOR,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,427,1,1,1,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1580,0,13,1,PLACA CARRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,542,1,8,1,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,107,1,8,1,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,391,1,22,1,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,136,1,20,1,EMISSÃO APTVE,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,140,50,2,19,1,AUTORIZAÇÃO PRÉVIA,0,1,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,19,1,3,1,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,79,1,9,1,EMISSÃO APTVE,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1618,0,23,1,DESBLOQUEIOS,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,123,1,6,1,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,488,1,5,1,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,424,1,17,1,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1711,0,5,1,VISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,18,1,13,1,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1967,0,24,1,CONSULTA TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,47,1,12,1,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,380,1,18,1,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,413,1,8,1,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,97,1,1,1,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,160,1,12,1,VISTORIA,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,475,1,6,1,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,116,1,7,1,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,25,1,8,1,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,373,1,19,1,DESBLOQUEIOS,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,81,1,14,1,AUTORIZAÇÃO DE ESTAMPAGEM,0,4,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1959,0,11,1,EMISSÃO CRLV,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,434,1,5,1,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,380,0,11,1,DISTRATO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,133,0,12,1,VISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,19,1,22,1,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,181,1,0,1,PLACA CARRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,52,1,7,1,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,412,1,8,1,AUTORIZAÇÃO PRÉVIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,30,1,1,1,EMISSÃO APTVE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1567,0,2,1,DECLARAÇÕES,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,45,1,19,1,CONSULTA TOTAL,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,31,1,19,1,CADASTRO DE MOTOR,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,21,1,10,1,DISTRATO,1,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,30,1,3,1,INMETRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,74,1,23,1,CONSULTA TOTAL,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,99,1,14,1,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,103,1,18,1,DECLARAÇÕES,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,340,100,2,20,1,REVISTORIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,432,1,8,1,DECLARAÇÕES,1,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,127,1,17,1,EMISSÃO APTVE,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,120,1,16,1,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,19,1,3,1,EMISSÃO CRLV,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,538,1,10,1,TRANSFERÊNCIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,373,1,12,1,INMETRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,45,1,19,1,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,18,1,8,1,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,51,1,17,1,EMISSÃO APTVE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,56,1,16,1,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,91,1,10,1,AUTORIZAÇÃO DE ESTAMPAGEM,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,974,0,20,1,LICENCIAMENTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,140,493,2,18,1,AUTORIZAÇÃO DE ESTAMPAGEM,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,472,1,0,1,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1253,0,3,1,LIBERAÇÃO DO PÁTIO,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,4,160,80,1,4,1,REVISTORIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1118,0,13,1,VISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,5,200,86,1,18,1,DECLARAÇÕES,0,5,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,45,1,11,1,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,175,1,3,1,CONSULTA TOTAL,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1159,0,12,1,DESBLOQUEIOS,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,474,1,18,1,DECLARAÇÕES,1,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,504,1,2,1,EMISSÃO CRLV,1,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,73,1,14,1,INMETRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,382,1,2,1,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1621,0,10,1,REVISTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2106,0,22,1,DISTRATO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,126,1,13,1,PLACA MOTO,1,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,462,1,7,1,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1323,0,22,1,AUTORIZAÇÃO DE ESTAMPAGEM,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,497,1,19,1,PLACA MOTO,1,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,381,1,16,1,PLACA CARRO,1,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,6,400,6,2,22,1,VISTORIA,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2005,0,17,1,DISTRATO,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,19,1,8,1,VISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,89,1,1,1,INMETRO,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,179,1,20,1,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,4,240,148,1,10,1,VISTORIA,0,4,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,32,1,5,1,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,417,1,7,1,DECLARAÇÕES,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,164,1,4,1,VISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,466,1,9,1,REVISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,69,1,10,1,AUTORIZAÇÃO PRÉVIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,176,1,22,1,TRANSFERÊNCIA,1,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,436,1,7,1,EMISSÃO CRLV,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,80,431,1,19,1,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,402,1,7,1,AUTORIZAÇÃO PRÉVIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,391,1,22,1,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,80,1,11,1,PLACA MOTO,1,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,386,1,4,1,TRANSFERÊNCIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,160,71,2,9,1,PLACA CARRO,1,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,459,1,14,1,TRANSFERÊNCIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1403,0,5,1,DECLARAÇÕES,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,398,1,18,1,INMETRO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1068,0,5,1,PLACA REBOQUE,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,92,1,5,1,DESBLOQUEIOS,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,416,1,7,1,EMISSÃO APTVE,1,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,112,1,14,1,LIBERAÇÃO DO PÁTIO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,144,1,16,1,CADASTRO DE MOTOR,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,1884,0,14,1,LICENCIAMENTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,570,0,8,1,LICENCIAMENTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,100,128,1,14,1,DISTRATO,0,0,1,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,8,1,3,1,PLACA REBOQUE,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,14,1,0,1,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,383,1,17,1,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,60,1,23,1,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,503,0,7,1,CADASTRO DE MOTOR,1,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,7,1,21,1,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,76,1,1,1,TRANSFERÊNCIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,836,0,13,1,PLACA CARRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,32,1,20,1,PLACA REBOQUE,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,17,1,11,1,CADASTRO DE MOTOR,1,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,428,1,22,1,LICENCIAMENTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,912,0,11,1,LICENCIAMENTO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,126,1,21,1,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,15,1,4,1,EMISSÃO CRLV,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,129,1,24,1,DESBLOQUEIOS,1,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,409,1,1,1,LIBERAÇÃO DO PÁTIO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2116,0,24,1,AUTORIZAÇÃO PRÉVIA,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,228,0,22,1,CONSULTA TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,50,1,9,1,CADASTRO DE MOTOR,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,2176,0,3,1,INMETRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,0,0,852,0,21,1,CADASTRO DE MOTOR,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,480,1,4,1,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,138,1,21,1,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,97,1,3,1,DISTRATO,0,2,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,157,1,2,1,DISTRATO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,87,1,3,1,DESBLOQUEIOS,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,1,40,188,1,17,1,PLACA REBOQUE,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,5,300,45,1,21,1,REVISTORIA,0,5,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,104,1,12,1,PLACA MOTO,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,160,16,2,24,1,CONSULTA TOTAL,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,975,0,3,1,DECLARAÇÕES,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,409,1,21,1,PLACA CARRO,0,1,0,0,0,0,0,0,0,0,0,0,0
Parceiro,3,120,32,1,18,1,DESBLOQUEIOS,0,3,0,0,0,0,0,0,0,0,0,0,0
Parceiro,2,140,494,2,18,1,VISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,100,517,1,22,1,PLACA CARRO,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,3,180,185,1,20,1,TRANSFERÊNCIA,0,3,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,116,1,23,1,EMISSÃO APTVE,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1679,0,9,1,EMISSÃO APTVE,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,2,120,182,1,9,1,VISTORIA,0,2,0,0,0,0,0,0,0,0,0,0,0
Parceiro,0,0,1976,0,7,1,DESBLOQUEIOS,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliente Final,1,60,108,1,14,1,VISTORIA,0,1,0,0,0,0,0,0,0,0,0,0,0
